OBJECTID_1,OBJECTID,LOCALIDAD,ORGANIZACI,TIPO_DE_OR,NOMBRE_ENT,ESTADO,DIRECCION,Nomenclatu,TELEFONO,CELULAR,BARRIO,EMAIL,ID_DISCIPL,DESCRIPCIO,UPlCodigo,UPlNombre,LocNombre,LocCodigo
"261","261",Puente Aranda,Deportiva,Clubes,MUNICIPAL FUTBOL CLUB,A,Carrera 40 No.10-59,KR 40  10-59,"3512751","3134321754",LOS EJIDOS,cancinoalejandro@smartpackcolombia.com,"35",Futbol,UPZ108,ZONA INDUSTRIAL,PUENTE ARANDA,"16"
"262","262",Usaquén,Deportiva,Clubes,CLUB DEPORTIVO LEONES FUTBOL CLUB,I,Carrera 15 No.100-69 of 206,KR 15  100-69 of 206,N.D.,"3134500511",SANTA BIBIANA,NA,"1",Actividades Subacuaticas,UPZ16,SANTA BARBARA,USAQUEN,"01"
"263","263",Bosa,Deportiva,Ligas,LIGA DE HAPKIDO DE BOGOTA,A,Carrera 103 No.75-55 sur Superlote1 Casa 14,KR 103  75-55 sur Superlote1 Casa 14,"3542943","3106892010",SAN BERNARDINO,hapkido.bogota@yahoo.com.co,"40",Hapkido,UPZ87,TINTAL SUR,BOSA,"07"
"264","264",Engativá,Deportiva,Clubes,CLUB DEPORTIVO FUTBOL CLUB NIZA,A,Carrera 69 I No.67-49,KR 69 I  67-49,"2658345","3108837640",LA ESTRADA,omaryecidgoles@hotmail.com,"35",Futbol,UPZ26,LAS FERIAS,ENGATIVA,"10"
"265","265",Chapinero,Deportiva,Clubes,CORPORACION CLUB COLOMBIANO DE AEROMODELISMO,I,Calle 92 N 15 15,CL 92 N 15 15,"6364340","3142105090",CHICO,NA,"1",Actividades Subacuaticas,UPZ97,CHICO LAGO,CHAPINERO,"02"
"266","266",Engativá,Deportiva,Clubes,CORTAPALOS BOLO CLUB PERSONERIA JURIDICA CANCELADA,I,Av. Calle 63 N 68 99,AV CL 63 N 68 99,"7271051","3103349699",SALITRE,NA,"21",Cancelada,UPZ105,JARDIN BOTANICO,ENGATIVA,"10"
"267","267",Engativá,Deportiva,Clubes,CLUB DE SOFTBOL OVNIS,I,Calle 63C N 69F 10,CL 63C N 69F 10,N.D.,"3013594499",BOSQUE POPULAR,NA,"1",Actividades Subacuaticas,UPZ26,LAS FERIAS,ENGATIVA,"10"
"268","268",Suba,Deportiva,Clubes,CLUB DEPORTIVO TORMANNS FC - 1,A,Av. Calle 100 N 64 51 Apto 904,AV CL 100 N 64 51 Apto 904,"6029776","3107651241",ANDES NORTE,adtormannsfc@outlook.com,"35",Futbol,UPZ21,LOS ANDES,BARRIOS UNIDOS,"12"
"269","269",Teusaquillo,Deportiva,Clubes,CLUB DEPORTIVO SKYRUNNERS CLUB,A,Calle 59 No. 56 - 63,CL 59   56 - 63,"3401343","3017539639",PABLO VI,clubskyrunners@gmail.com,"6",Atletismo,UPZ106,LA ESMERALDA,TEUSAQUILLO,"13"
"270","270",Usaquén,Deportiva,Clubes,CLUB DEPORTIVO FUNCODE FC - 1,A,Carrera 18A N 182 59 Bloque 11 Apto 104,KR 18A N 182 59 Bloque 11 Apto 104,"7593069","3017400180",EL VERBENAL,fundacioncolombiadeportiva@gmail,"35",Futbol,UPZ9,VERBENAL,USAQUEN,"01"
"271","271",Suba,Deportiva,Clubes,CLUB DEPORTIVO ARSENAL BOGOTA,A,Calle 126 No. 52A 92 Bloque 5 Apto 810,CL 126   52A 92 Bloque 5 Apto 810,"8039326","3144764166",BATAN,carsuarezarsenalbogot@yahoo.es,"35",Futbol,UPZ20,LA ALHAMBRA,SUBA,"11"
"272","272",Tunjuelito,Deportiva,Clubes,CLUB DEPORTIVO LA UNION FUTSAL,A,Carrera 12 N 52 33 Sur,KR 12 N 52 33 Sur,"7145649","3106682263",TUNJUELITO,clublaunionfs@hotmail.com,"36",Futbol De Salon,UPZ62,TUNJUELITO,TUNJUELITO,"06"
"273","273",Engativá,Deportiva,Clubes,CLUB DEPORTIVO ANDINO FUTBOL CLUB,A,Carrera 69 J N 72 86,KR 69 J N 72 86,"2251481","3192080137",LAS FERIAS,fcandino@gmail.com,"35",Futbol,UPZ26,LAS FERIAS,ENGATIVA,"10"
"274","274",Engativá,Deportiva,Clubes,CLUB DEPORTIVO REAL SOCIEDAD COLOMBIA FUTBOL CLUB,I,Carrera 72B No.48-98,KR 72B  48-98,"5496843",N.D.,NORMANDIA,kathecs@hotmail.com,"1",Actividades Subacuaticas,UPZ31,SANTA CECILIA,ENGATIVA,"10"
"275","275",Usaquén,Deportiva,Clubes,CLUB DEPORTIVO INDEPENDIENTE FUTBOL CLUB,A,Calle 149 No.12-32 Casa 11,CL 149  12-32 Casa 11,"8012958","3125689207",CAOBOS SALAZAR,rcantillor@hotmail.com,"35",Futbol,UPZ13,LOS CEDROS,USAQUEN,"01"
"276","276",Suba,Deportiva,Clubes,CLUB DEPORTIVO CITY FOOTBALL,A,Avenida Boyaca No.142 A-55 Torre 2 Apto 403,AV Boyaca  142 A-55 Torre 2 Apto 403,"6858965",N.D.,COLINA CAMPESTRE,NA,"35",Futbol,UPZ23,CASA BLANCA SUBA,SUBA,"11"
"277","277",Ciudad Bolívar,Deportiva,Clubes,CLUB DEPORTIVO REAL ACADEMIA MARACANEIROS,A,Calle 67 No.20B-24 sur,CL 67  20B-24 sur,N.D.,"3132551071",SAN FRNACISCO II SECTOR,alejofutbol@hotmail.com,"35",Futbol,UPZ66,SAN FRANCISCO,CIUDAD BOLIVAR,"19"
"278","278",Suba,Deportiva,Clubes,CLUB DEPORTIVO OFICIAL BOCA JUNIORS FCM,A,Calle 115 No.55A-48,CL 115  55A-48,"2532708","3043303818",LOS MOLINOS DE ILARCO,direcciongeneral.st@bocajuniorscolombia.com,"35",Futbol,UPZ20,LA ALHAMBRA,SUBA,"11"
"279","279",Engativá,Deportiva,Clubes,CLUB DEPORTIVO BOGOTA UNITED FC - 1,A,Diagonal 77B No.120A-55,DG 77B  120A-55,N.D.,"3143741559",N.D.,bfuc.secretariageneral@gmail.com,"35",Futbol,UPZ73,GARCES NAVAS,ENGATIVA,"10"
"280","280",Suba,Deportiva,Clubes,CLUB DEPORTIVO CATALANES,A,Carrera 58 C No.162-55,KR 58 C  162-55,"4605249","31424225984",GILMAR,clubdeportivocatalanes@hotmail.com,"35",Futbol,UPZ18,BRITALIA,SUBA,"11"
"281","281",Engativá,Deportiva,Clubes,CLUB DEPORTIVO ACADEMIA FRANCESA DE FUTBOL,A,Calle 77 A No.113 A-41,CL 77 A  113 A-41,"4595298","3158381496",VILLAS DE GRANADA,francesafutbol@hotmail.com,"35",Futbol,UPZ73,GARCES NAVAS,ENGATIVA,"10"
"282","282",Suba,Deportiva,Clubes,CLUB DEPORTIVO INDIAN WELLS,A,Calle 167 No.58-55 Int 6 Apto 512,CL 167  58-55 Int 6 Apto 512,"8055166","3105733465",LA MONEDA BRITALIA,llarbi90@gmail.com,"63",Patinaje,UPZ18,BRITALIA,SUBA,"11"
"283","283",Chapinero,Deportiva,Clubes,CLUB NICKTECH MOTORSPORT,A,Carrera 15 No.78-05 Local 112,KR 15  78-05 Local 112,"8056013","3118628081",ESPARTILLAL,clubsmr@gmail.com,"9",Automovilismo,UPZ97,CHICO LAGO,CHAPINERO,"02"
"284","284",La Candelaria,Deportiva,Clubes,CLUB DEPORTIVO SPORTING BOGOTA FUTBOL CLUB,A,Carrera 5 N 19 08 Piso 3,KR 5 N 19 08 Piso 3,N.D.,"3174282660",UNIVERSIDADES,NA,"35",Futbol,UPZ93,LAS NIEVES,SANTA FE,"03"
"285","285",Usaquén,Deportiva,Clubes,CLUB DEPORTIVO LA TRICOLOR COLOMBIA,A,Carrera 7C N 151 33 Of 102,KR 7C N 151 33 Of 102,"6967884","3208546130",CEDRO SALAZAR,geslava@futurofutbol.com,"35",Futbol,UPZ13,LOS CEDROS,USAQUEN,"01"
"286","286",Engativá,Deportiva,Clubes,CLUB DEPORTIVO ATLETICOS CIUDADELA,A,Carrera 118 N 89B 35 Bloque 9 Apto 202,KR 118 N 89B 35 Bloque 9 Apto 202,"7038349","3168278336",EL DORADO INDUSTRIAL,athledeciudadela@hotmail.com,"15",Beisbol,UPZ72,BOLIVIA,ENGATIVA,"10"
"287","287",Suba,Deportiva,Clubes,CLUB DEPORTIVO K - 10,A,Calle 168 N 65 82 Apto 204,CL 168 N 65 82 Apto 204,N.D.,"3162786086",PORTALES DEL NORTE URB. SAN PEDRO,barranqui23@hotmail.com,"35",Futbol,UPZ18,BRITALIA,SUBA,"11"
"288","288",Suba,Deportiva,Clubes,CLUB DEPORTIVO KAPITOL SHOOT,I,Calle 127B N 71A 99,CL 127B N 71A 99,N.D.,"3114520899",NIZA NORTE,kapitalshoot@yahoo.es,"1",Actividades Subacuaticas,UPZ24,NIZA,SUBA,"11"
"289","289",Santa Fe,Deportiva,Clubes,CLUB REAL BETIS BALOMPIE,I,Carrera 3 N 30 80,KR 3 N 30 80,"7228953","3204534152",LA MACARENA,betis.colombia@hotmail.com,"1",Actividades Subacuaticas,UPZ92,LA MACARENA,SANTA FE,"03"
"290","290",Engativá,Deportiva,Clubes,CLUB DEPORTIVO DE ESGRIMA CASA GONZALEZ,I,Carrera 111C N 86 05 Local 1 -33,KR 111C N 86 05 Local 1 -33,"7425388",N.D.,CIUDADELA COLSUBSIDIO,NA,"1",Actividades Subacuaticas,UPZ72,BOLIVIA,ENGATIVA,"10"
"291","291",Fontibón,Deportiva,Clubes,CLUB DEPORTIVO IPANEMA FUTBOL CLUB,I,Carrera 102 N 25C 04,KR 102 N 25C 04,N.D.,"3187943188",SAN JOSE DE FONTIBON,magueji16@hotmail.com,"1",Actividades Subacuaticas,UPZ115,CAPELLANIA,FONTIBON,"09"
"292","292",Usaquén,Deportiva,Clubes,CLUB DEPORTIVO FUDAM,A,Carrera 18 N 140 76,KR 18 N 140 76,"8143063","3158113801",ACACIAS,fundamcolombia@yahoo.com,"72",Taekwondo,UPZ13,LOS CEDROS,USAQUEN,"01"
"293","293",Puente Aranda,Deportiva,Clubes,CLUB DEPORTIVO ZAGGA VOLLEY,I,Transversal 52B N 1 72,TV 52B N 1 72,N.D.,"3103482722",PUENTE ARANDA,NA,"1",Actividades Subacuaticas,UPZ40,CIUDAD MONTES,PUENTE ARANDA,"16"
"294","294",Teusaquillo,Deportiva,Clubes,CLUB DEPORTIVO LA MASIA,A,Carrera 51 N 56B 30 Bloque A-10 Apto 418,KR 51 N 56B 30 Bloque A-10 Apto 418,"2210404",N.D.,PABLO SEXTO,NA,"59",No Obra,UPZ106,LA ESMERALDA,TEUSAQUILLO,"13"
"295","295",Usaquén,Deportiva,Clubes,CLUB ATLETICO CHACARITA JUNIORS FILIAL COLOMBIA,A,Calle 125 No.19-89 oficina 502,CL 125  19-89 oficina 502,"6581685",N.D.,SANTA BARBARA OCCIDENTAL,contacto@chacaritacol.com,"35",Futbol,UPZ16,SANTA BARBARA,USAQUEN,"01"
"296","296",Rafael Uribe Uribe,Deportiva,Clubes,CLUB DEPORTIVO DRAGONES,I,Kilometro 5 Vía Usme Av. 51 Sur N 5D 88,Kilometro 5 Vía Usme AV 51 Sur N 5D 88,"7390736","3112516657",N.D.,NA,"1",Actividades Subacuaticas,UPZ54,MARRUECOS,RAFAEL URIBE URIBE,"18"
"297","297",Puente Aranda,Deportiva,Clubes,CLUB DEPORTIVO DE NATACION SINCROCAPITAL,A,Carrera 53A N 5B 64,KR 53A N 5B 64,N.D.,"3102082028",SAN RAFAEL,degnys6@hotmail.com,"57",Natacion,UPZ43,SAN RAFAEL,PUENTE ARANDA,"16"
"298","298",Fontibón,Deportiva,Clubes,CLUB DEPORTIVO SPORTING FR - 1,A,Carrera 68D N 24a 50 Int 1 Apto 604,KR 68D N 24a 50 Int 1 Apto 604,N.D.,"3003830366",CIUDAD SALITRE,rafailich1409@hotmail.com,"35",Futbol,UPZ110,CIUDAD SALITRE OCCIDENTAL,FONTIBON,"09"
"299","299",Suba,Deportiva,Clubes,CLUB DEPORTIVO FC - 1,I,Carrera 61 N 162 21,KR 61 N 162 21,"7519378","3133483140",GILMAR,N/A,"1",Actividades Subacuaticas,UPZ18,BRITALIA,SUBA,"11"
"300","300",Usaquén,Deportiva,Clubes,CLUB DEPORTIVO KIRYOKU,I,Calle 138 N 10A 42,CL 138 N 10A 42,"2589480","3142195029",CEDRITOS,avargas@jkacolombia.org,"1",Actividades Subacuaticas,UPZ13,LOS CEDROS,USAQUEN,"01"
"301","301",Tunjuelito,Deportiva,Clubes,CLUB DEPORTIVO JUVENTUD CAPITALINA,I,Diagional 49 Sur N 53 02,DG 49 Sur N 53 02,N.D.,"3145317993",VENECIA,N.D.,"1",Actividades Subacuaticas,UPZ42,VENECIA,TUNJUELITO,"06"
"302","302",Barrios Unidos,Deportiva,Clubes,CLUB DEPORTIVO IRON HORSE,I,Carrera 27 N 67 25,KR 27 N 67 25,"5404128","3114415529",SIETE DE AGOSTO,ironhorsemtb2013@gmail.com,"1",Actividades Subacuaticas,UPZ98,LOS ALCAZARES,BARRIOS UNIDOS,"12"
"303","303",Suba,Deportiva,Clubes,CLUB DEPORTIVO REAL ACADEMIA FUTBOL CAPITAL,A,Calle 125A N 56A 79 Casa 2B,CL 125A N 56A 79 Casa 2B,N.D.,"3204155552",NIZA CORDOBA,javierjortiz@hotmail.com,"35",Futbol,UPZ24,NIZA,SUBA,"11"
"304","304",Engativá,Deportiva,Clubes,CLUB DEPORTIVO IVAN RENE VALENCIANO,I,Calle 74 N 85 44,CL 74 N 85 44,"4917552",N.D.,LA SOLEDAD NORTE,academiavalenciano@gmail.com,"1",Actividades Subacuaticas,UPZ30,BOYACA REAL,ENGATIVA,"10"
"305","305",Usaquén,Deportiva,Ligas,LIGA BOGOTANA DE PORRISMO CHEER,A,Calle 191A N 11A 92 Torre 3 Apto 603,CL 191A N 11A 92 Torre 3 Apto 603,"7001436","3204929367",ANDALUCIA,kritocheerfox@gmail.com,"1",Actividades Subacuaticas,UPZ9,VERBENAL,USAQUEN,"01"
"306","306",Engativá,Deportiva,Clubes,CLUB DEPORTIVO DE FORMACION ALEMANA DE FUTBOL,A,Av. Calle 64C No.68B-97 Torre 7 Apto 201,AV CL 64C  68B-97 Torre 7 Apto 201,"8004484","3133445883",ESTRADITA CIUDAD DE HONDA,formacionalemanadefutbol@gmail.com,"35",Futbol,UPZ26,LAS FERIAS,ENGATIVA,"10"
"307","307",Barrios Unidos,Deportiva,Clubes,CLUB DEPORTIVO MENTAL PERFORMANCE,A,Calle 66 C No.61-01 Local 134,CL 66 C  61-01 Local 134,"3108942","3192397899",JOSE JOAQUIN VARGAS,yeferjulian.gonzalez@gmail.com,"35",Futbol,UPZ22,DOCE DE OCTUBRE,BARRIOS UNIDOS,"12"
"308","308",Puente Aranda,Deportiva,Ligas,LIGA BOGOTANA DE SAMBO,A,Transversal 35 No.33-07 sur,TV 35  33-07 sur,"5603369","3102426074",VILLA DEL ROSARIO,ligabogotanadesambo@gmail.com,"56",Multidisciplinas,UPZ41,MUZU,PUENTE ARANDA,"16"
"309","309",Puente Aranda,Deportiva,Asociaciones,ASOCIACIÃ“N COLOMBIANA DE ARTES MARCIALES MIXTAS,A,Transversal 35 No.33-07 sur,TV 35  33-07 sur,"5603369","3102426074",VILLA DEL ROSARIO,ocammcolombia@gmail.com,"56",Multidisciplinas,UPZ41,MUZU,PUENTE ARANDA,"16"
"310","310",Usaquén,Deportiva,Clubes,CLUB DEPORTIVO DE NATACION APZU,A,Carrera 8G No.166-71 apto 902,KR 8G  166-71 apto 902,"6639596","3004980302",SANTA TERESA,apzunatacion@gmail.com,"57",Natacion,UPZ10,LA URIBE,USAQUEN,"01"
"311","311",Engativá,Deportiva,Clubes,CLUB DEPORTIVO FUTBOLZ1C0,A,Calle 70D No.106A-17,CL 70D  106A-17,"7514248","3208010912",BOSQUES DE MARIANA,clubfutbolz1c0@gmail.com,"35",Futbol,UPZ73,GARCES NAVAS,ENGATIVA,"10"
"312","312",Usaquén,Deportiva,Clubes,CLUB DEPORTIVO B Y O TUCAN F.C.,A,Carrera 12B No.137-26 Casa 3,KR 12B  137-26 Casa 3,"6141438","3202452618",CEDRITOS,bonnermg@hotmail.com,"35",Futbol,UPZ13,LOS CEDROS,USAQUEN,"01"
"313","313",Fontibón,Deportiva,Clubes,CLUB DEPORTIVO CORPORACION EL DORADO CLUB DEPORTIVO,A,Calle 25F No.85C-29 Piso 2,CL 25F  85C-29 Piso 2,N.D.,"3102061315",BOSQUES DE MODELIA,corpo.eldorado@gmail.com,"35",Futbol,UPZ114,MODELIA,FONTIBON,"09"
"314","314",Chapinero,Deportiva,Clubes,CLUB DEPORTIVO SOCCER FUTURE,A,Calle 48Y No.5N-47,CL 48Y  5N-47,"7723910","3112692620",PARDO RUBIO,futuresoccer@hotmail.com,"35",Futbol,UPZ55,DIANA TURBAY,RAFAEL URIBE URIBE,"18"
"315","315",N.D.,Cultural,N.D.," AMOR FE Y ALEGRIA

",A,"Carrera 5 Num. 21-27 Of. 402



","KR 5   21-27 Of. 402



","2837817",N.D.,N.D.,amorfealegria@yahoo.es,N.D.,N.D.,UPZ93,LAS NIEVES,SANTA FE,"03"
"316","316",N.D.,Cultural,N.D., FUNDACION ARTISTICA Y MUSICAL RITORNELLO RIFAM,A,"Calle 167 B No. 54 C – 27

","CL 167 B   54 C – 27

","6774467","3153175317",N.D.,artemusical@ritonelo.org,N.D.,N.D.,UPZ18,BRITALIA,SUBA,"11"
"317","317",N.D.,Cultural,N.D., FUNDACION CASZATALENTOS COLOMBIA,A,"Calle 45 B No. 22 – 72
","CL 45 B   22 – 72
","3384122","3125270734",N.D.,info@caszatalentos.com,N.D.,N.D.,UPZ101,TEUSAQUILLO,TEUSAQUILLO,"13"
"318","318",N.D.,Cultural,N.D., FUNDACION CONQUISTANDO CON TALENTOS,A,"Carrera 11D # 119-65 Apto 401 

","KR 11D   119-65 Apto 401 

","6191123","3153710000",N.D.,fundacion@conquistandocontalentos.com,N.D.,N.D.,UPZ16,SANTA BARBARA,USAQUEN,"01"
"319","319",N.D.,Cultural,N.D., MUSEO DE LOS NIÑOS,A,"Av. Carrera 60 NO 63 27


","AV KR 60  63 27


","7428981",N.D.,N.D.,museodelosninos@colsubsidio.com,N.D.,N.D.,UPZ103,PARQUE SALITRE,BARRIOS UNIDOS,"12"
"320","320",N.D.,Cultural,N.D., UNION INTERNACIONAL DE LA MARIONETA,A,"Carrera 70 B # 2 B 42 PISO 4

","KR 70 B   2 B 42 PISO 4

","2816156","3115770977",N.D.,colombiaunima@gmail.com,N.D.,N.D.,UPZ44,AMERICAS,KENNEDY,"08"
"321","321",N.D.,Cultural,N.D.,"	CENTRO POETICO COLOMBIANO",A,"Carrera 16 N 58 23
2493562
","KR 16 N 58 23
2493562
","2493562",N.D.,N.D.,N.D.,N.D.,N.D.,UPZ100,GALERIAS,TEUSAQUILLO,"13"
"322","322",N.D.,Cultural,N.D.,"	FUNDACION CASA CANO",A,"Carrera 7 A # 69 - 45
3126008
","KR 7 A   69 - 45
3126008
","3126008",N.D.,N.D.,fundacioncasacano@gmail.com,N.D.,N.D.,UPZ97,CHICO LAGO,CHAPINERO,"02"
"323","323",N.D.,Cultural,N.D.,"	FUNDACION ELIAS DEL VALLE PEREZ",A,Calle 67 NO. 56 B 24,CL 67   56 B 24,N.D.,N.D.,N.D.,   cristiandzgranado@hotmail.com,N.D.,N.D.,UPZ22,DOCE DE OCTUBRE,BARRIOS UNIDOS,"12"
"324","324",N.D.,Cultural,N.D.,"	FUNDACION TRIDHA",A,"Carrera 5 N.26C-47 TORRE C 210
","KR 5 N.26C-47 TORRE C 210
","2868668
2866752",N.D.,N.D.,Direccion@tridha.org,N.D.,N.D.,UPZ91,SAGRADO CORAZON,SANTA FE,"03"
"325","325",N.D.,Deportiva,N.D.,"""FUNDACIÓN DEPORTIVA BOGOTÁ EXPRESO ROJO ESCUELA DE FUTBOL AFICIONADO",N.D.,Carrera 22 No. 142 - 33,KR 22   142 - 33,N.D.,N.D.,N.D.,  claraino@hotmail.com,N.D.,N.D.,UPZ13,LOS CEDROS,USAQUEN,"01"
"326","326",N.D.,Cultural,N.D.,"""FUNDACIÓN ENSAMBLE BARROCO DE BOGOTA",A,"Carrera 14 No. 92 - 67 APTO 403

","KR 14   92 - 67 APTO 403

",N.D.,N.D.,N.D.,ebarrocob@gmail.com,N.D.,N.D.,UPZ97,CHICO LAGO,CHAPINERO,"02"
"327","327",N.D.,Cultural,N.D.,"""FUNDACIÓN PATRIMONIO FILMICO COLOMBIANO",A,Carrera 45 No. 26 - 49,KR 45   26 - 49,"7441339
7441341
7561567",N.D.,N.D.,  www.patrimonlofilmico.org.co,N.D.,N.D.,UPZ104,PARQUE SIMON BOLIVAR - CAN,TEUSAQUILLO,"13"
"328","328",N.D.,Cultural,N.D.,A SER COLOMBIA CORPORACION SOCIO CULTURAL  ,A,"CALLE 26 SUR N° 28 – 09

","CL 26 SUR N 28 – 09

","4763276
8142941",N.D.,N.D.,milenamoralesrey@yahoo.com,N.D.,N.D.,UPZ101,TEUSAQUILLO,TEUSAQUILLO,"13"
"329","329",N.D.,Deportiva,N.D.,ABOGADOS FUTBOL CLUB  AFC / AHORA ASOCIACION COLOMBIANA DE FUTBOL CLUB PARA ABOGADOS -  ACF ABOGADOS,N.D.,Carrera 7 No.71-21 P.13o torre B  Edif.Avenida Chile,KR 7  71-21 P.13o torre B  Edif.AV Chile,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,UPZ97,CHICO LAGO,CHAPINERO,"02"
"330","330",N.D.,Cultural,N.D.,AION FUNDACION PARA LA ACCION CREATIVA,A,CALLE 184 No. 20 – 61 INT 1 APTO,CL 184   20 – 61 INT 1 APTO,N.D.,"2026789172",N.D.,Jimenezsalazarignacio@gmail.com,N.D.,N.D.,UPZ9,VERBENAL,USAQUEN,"01"
"331","331",N.D.,Cultural,N.D.,ASOCIACION ARTISTICA TITIRIMIMO TEATRO,A,"Carrera 113 No. 83A-61 INT. 2 apto. 104 - Cuidadela Colsubsidio

","KR 113   83A-61 INT. 2 apto. 104 - Cuidadela Colsubsidio

","4410849","3152494088",N.D.,asosiaciontitirimosteatro@gmail.com,N.D.,N.D.,UPZ72,BOLIVIA,ENGATIVA,"10"
"332","332",N.D.,Cultural,N.D.,ASOCIACION BOGOTA ESCENA TEATRO,A,"Carrera 2 Num. 16A - 38 Apto 3 – 702


","KR 2   16A - 38 Apto 3 – 702


","2814258",N.D.,N.D.,Gabrielzorrillorodriguez@yahoo.es,N.D.,N.D.,UPZ94,LA CANDELARIA,CANDELARIA,"17"
"333","333",N.D.,Cultural,N.D.,ASOCIACION CANAMOMO TEATRO,A,TRANSVERSAL 54 A NUM. 1 - 28 SUR,TV 54 A   1 - 28 SUR,"4746507","3123801032",N.D.,cananomosocial@gamil.com,N.D.,N.D.,UPZ43,SAN RAFAEL,PUENTE ARANDA,"16"
"334","334",N.D.,Cultural,N.D.,ASOCIACIÓN CLUB CINE TONALÁ LA MERCED,A,"CR 6 NO. 35 - 37 LC 1
2185528
","CR 6   35 - 37 LC 1
2185528
","2185528",N.D.,N.D.,salomon.simhon@gmail.com,N.D.,N.D.,UPZ91,SAGRADO CORAZON,SANTA FE,"03"
"335","335",N.D.,Deportiva,N.D.,ASOCIACIÓN COLOMBIANA DE AVENTURA Y MONTAÑA ACAM,N.D.,Cra 14 A No 71 A 59 ofc 201 T A,KR 14 A  71 A 59 ofc 201 T A,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,UPZ98,LOS ALCAZARES,BARRIOS UNIDOS,"12"
"336","336",N.D.,Cultural,N.D.,ASOCIACION COLOMBIANA DE MUSICOS VALLENATOS,A,"AV CARACAS NO. 54 88 P 3 AP 301
","AV CARACAS   54 88 P 3 AP 301
",N.D.,"3104851268
3152102929",N.D.,walfranvallenato@gmail.com,N.D.,N.D.,UPZ99,CHAPINERO,CHAPINERO,"02"
"337","337",N.D.,Cultural,N.D.,ASOCIACION COMPAÑIA AMERICADANZA GRUPO CULTURAL SIGLA COMPAÑIA AMERICADANZA,A,"Carrera 25 # 47B-41 SUR 

","KR 25   47B-41 SUR 

","7521062",N.D.,N.D.,americadanza@hotmail.com,N.D.,N.D.,UPZ42,VENECIA,TUNJUELITO,"06"
"338","338",N.D.,Cultural,N.D.,ASOCIACION CULTURAL ADRA,A,"DIAG 42 A N 20 45
","DIAG 42 A N 20 45
","2328748",N.D.,N.D.,adracuerpoenmovimiento@hotmail.com,N.D.,N.D.,UPZ101,TEUSAQUILLO,TEUSAQUILLO,"13"
"339","339",N.D.,Cultural,N.D.,ASOCIACION CULTURAL CASA DEL SILENCIO MAISON DU SILENCE,A,"Calle 22 A BIS 27 15 

","CL 22 A BIS 27 15 

","2686685",N.D.,N.D.,silencejcl@yahoo.fr,N.D.,N.D.,UPZ102,LA SABANA,LOS MARTIRES,"14"
"340","340",N.D.,Cultural,N.D.,ASOCIACION CULTURAL COLECTIVO TEATRAL LUZ DE LUNA,A,"Carrera 1 A No. 1 F – 50

","KR 1 A   1 F – 50

","2468280",N.D.,N.D.,teatroluzdeluna@hotmail.com,N.D.,N.D.,UPZ96,LOURDES,SANTA FE,"03"
"341","341",N.D.,Cultural,N.D.,ASOCIACIÓN CULTURAL ENSAMBLAJE TEATRO COMUNIDAD,A,"Calle 25 G NO.96 – 32


","CL 25 G  96 – 32


","2675476",N.D.,N.D.,emsamblajeteatro@yahoo.com,N.D.,N.D.,UPZ115,CAPELLANIA,FONTIBON,"09"
"342","342",N.D.,Cultural,N.D.,ASOCIACION CULTURAL HILOS MAGICOS,A,"Calle 71 No. 12 22

","CL 71   12 22

","21010092
21000997",N.D.,N.D.,hilosmagicos@gmail.com,N.D.,N.D.,UPZ97,CHICO LAGO,CHAPINERO,"02"
"343","343",N.D.,Cultural,N.D.,ASOCIACION CULTURAL MI COMPAÑIA TEATRO,A,"Carrera 2 No. 16A 38 T 1 Apto 14 06 Las aguas 
","KR 2   16A 38 T 1 Apto 14 06 Las aguas 
","2864244
","3118097193",N.D.,meridaurquiagarcia@gmail.com,N.D.,N.D.,UPZ94,LA CANDELARIA,CANDELARIA,"17"
"344","344",N.D.,Cultural,N.D.,ASOCIACION CULTURAL MURO DE ESPUMA,A,"Calle 155 A NO. 16-76 OFC. 301

","CL 155 A   16-76 OFC. 301

","8028172",N.D.,N.D.,murodeespuma@gmail.com,N.D.,N.D.,UPZ11,SAN CRISTOBAL NORTE,USAQUEN,"01"
"345","345",N.D.,Cultural,"34",ASOCIACION CULTURAL TEATRAMA,A,"Carrera 81 H No. 43 A 67 Sur

","KR 81 H   43 A 67 Sur

","4513861
5721264",N.D.,N.D.,teatrama1994@gmail.com,N.D.,N.D.,UPZ81,GRAN BRITALIA,KENNEDY,"08"
"346","346",N.D.,Cultural,"35",ASOCIACION CULTURAL TEATRIDANZA,A,"Calle 75 NO. 68 G 38 

","CL 75   68 G 38 

","5202254",N.D.,N.D.,teatridanza@hotmail.com,N.D.,N.D.,UPZ26,LAS FERIAS,ENGATIVA,"10"
"347","347",N.D.,Cultural,"36",ASOCIACION CULTURAL TEATROVA,A,Calle 24 NUM. 4A-16,CL 24   4A-16,"3362401",N.D.,N.D.,casateatrova@yahoo.com,N.D.,N.D.,UPZ93,LAS NIEVES,SANTA FE,"03"
"348","348",N.D.,Cultural,N.D.,ASOCIACION DE AMIGOS DEL INSTITUTO CARO Y CUERVO,A,"Calle 10 NO. 4 69 OF 220 

","CL 10   4 69 OF 220 

","3422121",N.D.,N.D.,direccionamigoscaroycuervo@gmail.com,N.D.,N.D.,UPZ94,LA CANDELARIA,CANDELARIA,"17"
